gender,age_range,city_name,state_name,country_name,user_count,subject,description,link,image_link,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10
male,18-24,San Diego,California,United States,2,"AEO Sweater Legging, Charcoal Heather",Ultra cute leggings! ,https://www.ae.com/aerie-women-aeo-sweater-legging-charcoal-heather/aerie/s-prod/0424_8711_027?cm=sUS-cUSD&catId=cat8190017,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/797e4210-69df-4fcb-bdd6-be511894744e_1630475705571_29b88355_a451_445d_8b5f_60ea75be77c9.jpg,womens,women,winter,wear,Sweater,style,sleepwear,sleep,pajamas,outfitters
female,25-34,San Diego,California,United States,3,Lil Uzi Vert - Loaded,Not sure why buut I really like this,https://www.youtube.com/watch?v=hw9HEyZPOrc,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/e0b338d2-0e84-4bee-8a59-a5844ac1779e_1630477728184_72c50f52_da8a_4bca_81fa_98f8ce66f715.jpg,Lil Uzi,Party,lit,Loaded,Hype,hip hop,super good,rap,dope,cool
male,25-34,San Diego,California,United States,1,Self Tan Express Bronzing Mist ,,http://www.ulta.com/self-tan-express-bronzing-mist?productId=xlsImpprod15461171&sku=2505499,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/3cfd3e3f-c553-41db-ad16-dc29d8459dd1_1630474538670_7f714cd4_d8d0_4585_b615_774545dbe814.jpg,tan,self,mist,express,bronzing,beauty,ultra,Ulta,tanning,tanner
male,25-34,San Diego,California,United States,3,Self-Driving Has A Robot Problem,"Robotics ignores human behavior, only to push a stable system into chaos. I doubt that they can write enough rules for robots to ever “fit in” in a way that is safe and acceptable to every other car on the road. We must rethink the process from the ground up.",https://medium.com/ghost-blog/self-drivings-robot-problem-9bd2ed64bdb6,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/b2022f26-7e9f-434b-9f43-496bda337465_1630476815782_6c5ec6c1_b73b_442a_b43a_052feef131bb.jpg,technology,Well written,business,startups,startup,Self-Driving,Good read,artificial intelligence,Robot,Medium
male,18-24,Newport Beach,California,United States,1,SUGARFISH,"One of the best, no-fuss, sushi places in LA. No fancy sauces, no fake sushi, just high quality fish prepared by expert chefs.",,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/98c11ab2-44e3-4b98-923e-72853805e6c5_1630476312603_197be6e2_d42a_4ada_abe8_99c5c1d991b9.jpg,date night,sushi,restaurant,lunch,dinner,date,cute,cool,chic,bar
male,25-34,San Diego,California,United States,4,What Will It Mean To Be Human In The Future? An Art Exhibition In Portugal Aims To Find Out,Something to make you think...,https://www.ignant.com/2019/06/24/what-will-it-mean-to-be-human-in-the-future-an-art-exhibition-in-portugal-aims-to-find-out/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/12fc0257-e67c-459c-a23d-74dc92898e2e_1630473716232_d06b6d84_d2c3_4c1b_aa25_9b5948e27be4.jpg,technology,social media,Future,humanity,deep,IGNANT,Exhibition,Art,Will,Portugal
male,18-24,San Diego,California,United States,1,David Attenborough: A Life On Our Planet,"This is an amazing depiction of the current state of the world. It goes through the story of humankind over the last 70 years, when humans grew from 2.4B to 7B people",https://g.co/kgs/gY3VyW,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/6fc4a6d8-39d0-42f2-8d44-1b361f755081_1630475506498_20bff932_5a08_4c64_b4c6_3afe0f5381b4.jpg,Wisdom,Technology,swaggy,Netflix,Life,global warming,global,Earth,documentary,climate change
female,18-24,San Diego,California,United States,1,"Naked - Alison Wonderland, Slumberjack",Underrated dj. Lowkey banger.,https://www.youtube.com/watch?v=jiOoxS2LxCU,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/652b7e4b-023f-4fb5-bb0f-aeb090483630_1630475300680_6d93b26f_cfdc_4ff0_85b2_095b92762837.jpg,Wonderland,Slumberjack,Naked,Music,EMI,Electronic,Alison,,,
male,25-34,San Diego,California,United States,5,CIMQ vs FANG Chart,"I’m not sure I buy this, but it’s an interesting comp drawing parallels between the four biggest tech stocks during the dot com boom and the four biggest tech stocks today. ",https://stocktwits.com/JLyonsFundMgmt/message/114000875,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/1b0df016-c113-4083-8e4b-8dc32e3a6591_1630473874669_6c188bb7_422a_430e_a9c3_047d3be5a896.jpg,u_true,twitter stock,twitter,StockTwits,stocks on twitter,stock twitter,stock trends,stock conversations,stock,Lyons
male,18-24,Atlanta,Georgia,United States,1,Intelligent Minds Like Tim Cook and Jeff Bezos Embrace the Rule of Awkward Silence,Technique for balancing emotional and logical responses even in pressured situations. Give yourself the time to think.,https://www.inc.com/justin-bariso/intelligent-minds-like-tim-cook-jeff-bezos-embrace-rule-of-awkward-silence-you-should-too.html,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/41e9abbb-840b-42dc-a220-cb8daf724f91_1630474629727_20f39ffc_12fa_4eeb_8c37_b839fc473af5.jpg,tim cook,Smart reads,minds,interesting,intelligent,business,bezos,thinking,technique,social technique
male,25-34,San Diego,California,United States,2,21 (2008),Just a really fun movie about smart kids (MIT) doing cool and sketchy things (counting cards). Fun for viewers of all ages. ,http://www.imdb.com/title/tt0478087/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/e8bb1423-0d40-423e-9cde-56da5e3d40f7_1630477876140_761a45e2_13e4_4bd5_b69f_15291d44502c.jpg,Sturgess,Spacey,Movie,Kevin,Kate,Jim,Fun,Family,Bosworth,Black Jack
male,25-34,San Diego,California,United States,1,Panera Bread,"Honestly, a pretty good place to eat. And it makes you feel healthy! I recommend their Mac and Cheese",http://panerabread.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/0cd0dfae-4157-4043-8a48-9ad2d3c677bf_1630473601306_3fc36b9a_d440_4afd_98e1_663691af3707.jpg,sandwiches,lunch,healthy,health,Food,breakfast,bread,,,
male,18-24,New York,New York,United States,1,Watch Rick and Morty on Adult Swim,One of the greatest cartoons of all time this year! ,http://www.adultswim.com/videos/rick-and-morty/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/cc3d3e09-cb2e-49bc-b895-d3373873704c_1630477336692_cb2f4e87_8839_4b88_bc4d_c7d1f0a2da1c.jpg,Rick and Morty,comedy,Watch,video,Tom Kenny,Swim,Summer,Spencer Grammer,Something Ricked This Way Comes,Snuffles
female,18-24,Paramus,New Jersey,United States,1,Hetalia: Axis Powers Official Trailer - YouTube,Want to watch random countries being personified as walking human personalities? Check out Hetalia~ Learn history in five minute intervals with a cast of unqiue interesting world leaders.,https://www.youtube.com/watch?v=byUpQQ9o9Yk,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/2ff4035a-6f24-4cc5-becd-df6ebc3d8205_1630474291645_8e3a2aa6_76d9_44f3_bcce_e249250edd8c.jpg,short episodes,satire,history ,historical,entertainment ,comedy,anime,,,
male,18-24,San Diego,California,United States,1,American Pie (1999) - IMDb,"100% the classic high school / college party movie. Everyone's gotta see it at some point, and prolly multiple times actually",https://www.imdb.com/title/tt0163651/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/799515b2-0d95-402d-bd98-10e8c67cd2c2_1630475708301_6dcf0c6f_0d7f_45ad_bccf_fd4dda4ec123.gif,funny,comedy,college,teen,slapstick humor,silly,raunchy comedy,movies about sex,comedies,american pie
male,18-24,San Diego,California,United States,2,TSN - Top 10 NFL Touchdown Celebrations of 2017,,https://youtu.be/DnaoNJ5dKwA,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/da43508e-98af-496b-8fbd-5baa0ebdabc9_1630477602310_4d2b1c8b_9d07_4f91_9195_a6a2529cc0f2.gif,tsn,Touchdown,top10,top,themagicman,sportscentre,sportscenter,sports,nottop10,nhl
male,25-34,San Diego,California,United States,2,"Lakers Seal The Game vs. 76ers With Brandon Ingram Game Winner! | December 7, 2017",BI with the winner though!!!,https://www.youtube.com/watch?v=-6PByXE1tLw,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/2c078c26-581a-46c9-b037-9ce639853d7b_1630474211195_36924643_9b89_4bc7_99a9_0baa079d3672.jpg,Winner,vs,sports,Seal,plays,nba,Lakers,Ingram,hoops,highlights
female,18-24,San Diego,California,United States,1,Sushi Nekosan,some of the best sushi ive had in san diego,https://sushinekosan.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/a2ce433d-0946-425a-8dda-c17c3f723c40_1630476511719_bfd13972_3b14_43c1_90cd_00ba13089634.jpg,sushi restaurant,sushi bars,sushi bar,Sushi,seafood,nekosan sushi,Nekosan,la jolla,sushi restaurants,san diego
male,25-34,Los Angeles,California,United States,1,I Am Legend (2007),A classic sci fi movies that gets you in your feels. ,http://www.imdb.com/title/tt0480249/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/25cac12b-421c-42c0-b095-319e790235b8_1630474072625_4dc98b28_572d_4a03_99cb_5c807caa8824.jpg,drama,intense,action,zombie,York,world,will,syfy,smith,Science
female,25-34,West Roxbury,Massachusetts,United States,1,Thought Experiment: How Einstein Solved Difficult Problems,"Imagine a small town with a hard-working barber. The barber shaves everyone in the town who does not shave themselves. He does not shave anyone who shaves themselves. So, who shaves the barber?",https://fs.blog/2017/06/thought-experiment/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/fa3fbfd9-9504-4099-8811-b8e0d16974ec_1630478201628_783513e7_4315_413c_a1f9_64a6d1ffc853.jpg,thought provoking,thought,smart,SCIENCE,reading,problems,physics,interesting,intellectual,good reads
female,45-54,San Diego,California,United States,1,"Fences Official Trailer #1 (2016) Denzel Washington, Viola Davis Drama Movie HD","Based on the play by the same name, this is a truly deep and compelling story. ",https://www.youtube.com/watch?v=jj-ZYPVRQbc,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/1ac86a7a-d113-49fe-8315-59307b2ea630_1630473870703_466bee8e_22f5_40b5_8a45_cead1c5a20a9.jpg,Drama,academy award,Denzel Washington,Viola Davis,academy award winning movie,thought-provoking,son,relationship,racism,movie
female,25-34,San Diego,California,United States,1,Anitta & J Balvin - Downtown (Official Music Video),Sexy Spanish song and music video. Great voice(s),https://youtu.be/wlS6Ix7mA0w,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/8a3f27df-67c9-42d0-ba42-b0abc45d7caf_1630476037199_7e6b1c9d_f0c2_4a4b_bd56_edbd1450fffb.jpg,Video Oficial,video,vevo,Spanish songs,sexy music,Sexy,R&B,passion,Music,Latin
female,25-34,La Mesa,California,United States,1,Sushi Ota San Diego,Authentic. Low key. & some of the best sushi in the city,http://www.sushiota.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/83953693-f5ea-41bb-86e7-ed169508aa74_1630475917664_7757b866_b5f6_488a_a3ea_61dfb9a3f151.jpg,unique,sushi bars,sushi bar,strip mall,san diego,pacific beach,ocean beach,mission bay,low key,fresh
male,25-34,San Diego,California,United States,1,Watch Rick and Morty on Adult Swim,One of the greatest cartoons of all time this year! ,http://www.adultswim.com/videos/rick-and-morty/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/cc3d3e09-cb2e-49bc-b895-d3373873704c_1630477336692_cb2f4e87_8839_4b88_bc4d_c7d1f0a2da1c.jpg,Rick and Morty,comedy,Watch,video,Tom Kenny,Swim,Summer,Spencer Grammer,Something Ricked This Way Comes,Snuffles
male,25-34,San Diego,California,United States,12,Portugal. The Man & Tycho - Live in the Moment (Tycho Sunrise Remix),,https://youtu.be/lZy6avdtdQs,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/0b30f927-499e-400c-8f65-ac3f40b6c367_1630473568136_3aaa7213_f73c_4360_a2c8_5de6dc8755db.jpg,electro pop,chill,unique,pop,music,high,electronic,electro,edm,Tycho sunrise remix
male,25-34,San Diego,California,United States,2,CaRter - Alone,Some new mega-chill hip hop. ,https://www.youtube.com/watch?v=z04XIszAwdk,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/54e6b890-c5f8-433b-81ca-14397c5cebc0_1630474986725_18a86a15_4cb9_4938_9b2d_8ddf6cc95edf.jpg,tracks,swaggy,swag,songs,song,slow,rap,new,music,laid
male,25-34,San Diego,California,United States,2,The fast and unprecedented fall of the Pac-12,"PAC 12 was a mess this season, and this article does a great job of summing up the horrible season.",http://es.pn/2FYIwkE,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/dadd7af3-1e9f-4b48-ab9b-499f44942268_1630477612528_f058bd96_04cf_4f36_914a_e858fed71d34.jpg,Usc,Upsets,Upset,Uoset,UofA,unprecedented,Ucla,Tournament,Pac-12 Conference,Pac-12 Basketball
non-binary,25-34,Baltimore,Maryland,United States,1,Easy Shrimp Ramen Soup,You already have most of the ingredients in your fridge! You can leave out/add in spices or soup chunks (I leave out the mushrooms). Easy prep and yummy for colder nights. ,https://www.countrysidecravings.com/easy-shrimp-ramen-soup/?utm_medium=social&utm_source=pinterest&utm_campaign=tailwind_tribes&utm_content=tribes&utm_term=456196642_15870492_34481#_a5y_p=6736429,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/8848c405-624e-40f0-95b7-77f7e6e2323a_1630476003607_c8d6ffc2_5483_429a_860e_5803fdb3e5fd.jpg,winter recipe,warm,soup,shrimp,recipe,ramen,pho,pescatarian,easy soup,diet
non-binary,25-34,Baltimore,Maryland,United States,1,"Children of Blood and Bone (Legacy of Orïsha, #1)",This popular series is a West African-inspired fantasy.,https://www.goodreads.com/book/show/34728667-children-of-blood-and-bone,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/c55af803-0ae5-42e9-a47b-cf7ae637d1d3_1630477208755_917abd11_0585_4f3b_85fd_b5b5714c8975.jpg,fantasy,books,book,,,,,,,
male,25-34,San Diego,California,United States,2,About a Girl (feat. Cassio) - EP,Cassio making a big come-up in 2019. Get ready!,https://open.spotify.com/album/2sDTpstta5OHBCC3qHVeLb?si=5vKAdT14TvKwcT1N7zSSjA,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/d112bfbb-13fd-46d4-8619-6a0210fc63ab_1630477422201_f475eba6_3638_40ca_8f0c_1ac818547890.jpg,pop,Cassio,music,ramsey,Girl,feat,EP,,,
female,25-34,San Diego,California,United States,1,Hollow Coves - We Will Run,,https://www.youtube.com/watch?v=8CvtqGAskRk,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/10388b43-5c0d-4892-9f2f-6ab0658b532c_1630473666153_9038b527_3351_48f6_b65f_9c4937f9959d.jpg,motivational,Beautiful,soft,slow,relaxed,nature,Indie,guitar,feel-good,easy
female,25-34,Goodyear,Arizona,United States,1,Crime Scene: The Vanishing at the Cecil Hotel ,Great true crime mystery just released on Netflix,https://www.netflix.com/title/81183727,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/ae6440b0-adcf-41a7-8c9b-2777203b1f12_1630476748007_c22f0f48_b1af_4775_9984_454e55b24c46.jpg,watch,vanishing,tv shows,tv show,tv,thrillers,thriller,streaming,stream movies,shows
male,25-34,San Diego,California,United States,3,Whole Body Cryotherapy Chamber by CryoUSA,"Don't just train hard. Recover hard, too!",http://www.cryousasolutions.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/1298425a-a3a1-42be-9e83-3d51b412a122_1630473711184_38fa43b3_1f27_447d_96c4_cc56d35b0ec2.jpg,Whole,recovery,fitness,CryoUSA,Cryotherapy,Chamber,Body,athlete,,
male,18-24,San Diego,California,United States,2,Chlöe Howl - Do It Alone,I love this!,https://www.youtube.com/watch?v=vmFZ0hhUWfo,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/28629b4b-1a1f-43d3-9315-339e925786e5_1630474125644_4ea0d31f_8a4e_4637_80de_c599316c0808.jpg,chill,weird,unique,songs,song,rumour,Pop,music,magnetic,It
male,25-34,Cathedral City,California,United States,1,Bayside Landing,,https://www.baysidelanding.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/5d3d595e-8649-4852-a61d-2dbf4699a473_1630475143185_e8196605_da69_463a_8198_24524c945f24.jpg,pacific beach,brunch,san diego,San,restaurant,plant based,Landing,food for dogs,Food,Diego
male,25-34,Los Angeles,California,United States,1,Elevate - Your Personal Brain Trainer,Daily app with a series of games to train your brain. Awesome tool to kick start the day and help get in the zone ,https://elevateapp.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/0e78932f-789e-4df9-adb2-e1ab408af2ce_1630473627190_a741ef40_9ef1_4237_8a5f_f049fac6d4cc.jpg,remote work,Progress,mind games,genius,deep,brain game,brain,Work,Training,speed game
male,25-34,Cathedral City,California,United States,1,Enyukay - Luxury,"New song by up and coming artist Enyukay out of Santa Barbara, CA. He’s got a new yet also old school feel that I really mess with",https://youtu.be/Q5QSEueSU9c,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/fb9aa0e0-03dd-452d-98ab-29984adc5570_1630478230212_b54aa7db_492f_43bb_bae9_79f452434552.jpg,Soulful,soul,songs,rap,R&b,new,music,luxury,hip-hop,hip hop
female,25-34,West Roxbury,Massachusetts,United States,1,Quiet in Her Bones by Nalini Singh,"When a body is found in the New Zealand jungle, Aarav and many others re-investigate his mother's long-ago murder. With pain pills possibly affecting his memory, Aarav tries to uncover what really happened the night his beautiful, dramatic mother disappeared.",https://amzn.to/35XjT3o,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/8ffdfe11-3f20-4c7f-b140-b39e4ae4bb63_1630476143990_6bf3ce56_cbed_40b7_ad1d_619dd0b6f2e0.jpg,suspense,secrets,new zealand,nalini singh,book,,,,,
female,18-24,San Diego,California,United States,1,Men I Trust - Tailwhip (Official Video),Hidden gem. Beautiful voice over groovy baseline.,https://youtu.be/9IZKcb3LndA,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/8060f645-e21c-4d48-aeac-b70d795a8f80_1630475848909_0f170c36_8cf7_4216_b3b4_216fbc5a60e7.jpg,Music,beautiful,bass,Video,Trust,Tailwhip,Pool,Men I Trust,Men,hipster
male,25-34,San Diego,California,United States,3,Years & Years - Desire (Gryffin Remix) - YouTube,Been on repeat for a week now...,https://www.youtube.com/watch?v=NYVg-V8-7q0,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/becbb570-0921-4e83-ab6a-4ddb463c62d9_1630477079691_a83b7c5c_51f5_4dd7_91cc_99ed8bdcf316.jpg,music,edm,Years & Years,we are your friends,rolling,Gryffin,fun,electronic,dance music,dance
male,25-34,Goodyear,Arizona,United States,1,How to breathe while running | Andrew Huberman and Lex Fridman,,https://youtu.be/msGKrclcsbc,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/ce4cd2d0-79a1-4768-9bc9-a5fdaf036e22_1630477375207_cf1fe922_53c6_4533_a945_7d649b827b2c.jpg,working out,technology,Sports,science,running,podcast,learning,interesting,intelligent,intelligence
male,25-34,San Diego,California,United States,1,Harry Styles - Watermelon Sugar x Seaside - SEB (Lyrics) [TikTok Song],Wait till the drop ??,https://youtu.be/xwoII3d9UdA,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/7a684194-9b57-4687-96e2-87f978403a6e_1630475727729_3193ebc6_a9a3_4d8b_a308_e2273a291f9c.jpg,wavy,talented,singing,oscars,music,melody,hipster,harry styles,great voice,great lyrics
male,25-34,San Diego,California,United States,2,The Roots - The Seed (2.0) ft. Cody ChesnuTT,Such a good song,https://www.youtube.com/watch?v=ojC0mg2hJCc,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/9f2c0b8f-e6ea-4c90-a370-c6e1c9295332_1630476438384_e5849558_5793_4776_a00a_d51691d46f8b.jpg,classic,bop,Roots,Seed,Pop,Groove,Geffen,ft,Cody,ChesnuTT
male,25-34,San Diego,California,United States,2,Doubt (2008),An earth-shaking drama with beyond stellar acting. ,http://www.imdb.com/title/tt0918927/?ref_=tt_rec_tt,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/bc5968af-e876-409d-87df-e440af7c5969_1630477027189_ade17e88_335e_4427_85a4_57424f711176.jpg,smart,intense,winning,viola,thriller,streep,seymour,school,priest,philip
male,25-34,San Diego,California,United States,5,Vanic X Zella Day - Wonderwall,Not a big fan of the chorus/drop but solid vocals and overall dope track.,https://soundcloud.com/djvanic/vanic-x-zella-day-wonderwall,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/79bec86f-3c45-4e4e-9a38-85c5d4f451cc_1630475710701_632ed2c1_3129_4348_8cc8_887347879ae7.jpg,Zella,Wonderwall,Vanic,tracks,soundcloud,sound,music,Female vocals,EDM,Day
female,25-34,San Diego,California,United States,3,ODESZA - A Moment Apart,Finally got a chance to listen to Odesza's new album. Some solid tracks.,https://youtu.be/xarC5jAiO7w,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/c6c5e319-373a-4d6b-a67c-b72a5cec8c4c_1630477233683_e47bbc5d_f62c_41e4_a2fc_401fc5d7bdd2.jpg,edm,music,A Moment Apart,Say My Name,ODESZA,Ninja Tune,Naomi Wild,Moment,Lyrics,Lyric Video
female,25-34,San Diego,California,United States,2,ZHU - Hometown Girl (Audio),Groovy hip hop / edm mix. ,https://www.youtube.com/watch?v=7qQ02jx6pks,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/dcf96465-4e65-4c0c-bc29-5d4c4a84373b_1630477652690_6739cd50_5b1a_4ff9_8c8a_7f1f2bdeb727.jpg,zhu,songs,song,soft,slow,relaxed,relax,pop,music,Mind Of A Genius
female,18-24,San Diego,California,United States,1,Halsey - Without Me in the Live Lounge,Obsessed with her and this live version of her song. ,https://m.youtube.com/watch?v=gH4a7dzhx7Y,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/5de191a4-e261-47bd-971b-c98559e964ad_1630475159384_1b964902_d1f5_4119_af7e_7ed6b77158dc.jpg,live music,inspired,feels,youtube,Without Me,Without,truth,sad,relatable,music
male,25-34,San Diego,California,United States,1,Drank & Drugs ,"One of the dopest songs and funniest videos! Don't be silly, im still gonna post it ",https://www.youtube.com/watch?v=_swivbEsD50,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/c6a3e5f4-1fcd-4fca-836b-d1be500d9109_1630477231824_804108de_2f01_4aab_aa07_9e2cd1b130c6.jpg,music,vibe,tech,song,Lil Kleine & Ronnie Flex,house,groovy,Drank & Drugs,dope beats,deep
male,25-34,Los Angeles,California,United States,1,Down Dog Yoga App,Great yoga app that is super easy for at home workouts in the pandemic era. They also offer HIIT and Barre apps. Recommend checking out as they have rolled out some great deals for their subscription package! ,https://www.google.com/amp/s/www.forbes.com/sites/anthonykarcz/2020/03/11/use-these-apps-to-get-a-full-body-workout-without-a-gym/amp/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/774b6484-8590-4414-ba2a-560c7850ee0f_1630475662743_b03ca4f6_5c8d_4717_b24f_3541336f5245.jpg,Workouts,intense,home,easy,Yogi,Yoga,workout from home,workout,training,subscription
male,18-24,San Diego,California,United States,1,Interstellar (2014),Let the mind trip begin... all based on science though! ,http://www.imdb.com/title/tt0816692/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/25996293-fec6-4fe0-bf80-84d4850fe4f0_1630474071510_7af4467f_db22_42ee_884c_7d299c789694.gif,movie,Interstellar,films,space,show,science,outer space,movies,mind-trip,mcconaughey
male,25-34,San Diego,California,United States,2,"Kendrick Lamar - Bitch, Don't Kill My Vibe (Explicit)",,https://www.youtube.com/watch?v=GF8aaTu2kg0,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/70798d63-477e-40a7-beac-860868e1e1b9_1630475526681_52d5be56_8567_4abb_8d16_a40dd261be53.jpg,workout,Vibe,Trick don't kill my vibe,TDE,songs,song,Rap,pump,Please don't kill my vibe,party
female,18-24,San Diego,California,United States,1,Trilogy by The Weeknd,GOAT!!!! greatest album of all time! ,https://itunes.apple.com/us/album/trilogy/571371388,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/aa98a252-c662-41ef-aa8d-ae6a0ef169d1_1630476665827_69415a4c_7aa0_4e3d_8c1a_d709af2a4356.jpg,Mood,vibe,Weeknd,The Weeknd,R&B/Soul,music,xo,Trilogy,streaming music,songs
male,25-34,San Diego,California,United States,5,BankAmericard Cash Rewards™ Visa Signature® Credit Card,My favorite credit card - I get a surprisingly good amount of cash back every quarter. The extra 3% on gas is a huge plus! Definitely recommend checking out if it sounds better than whatever program you are currently on,https://www.bankofamerica.com/credit-cards/products/cash-back-credit-card/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/13c0595f-965e-41c0-910c-10a8c8c91ab2_1630473735457_96d4def1_7f6d_4aa6_8b97_74fb0b9cedca.jpg,Rewards,savings,Visa,Signature,money,credit card,Credit,cash rewards visa,cash rewards credit card,cash rewards card
male,25-34,San Diego,California,United States,3,Rapper Logic Solves A Rubiks Cube During Freestyle! | BigBoyTV,Logic solves a Rubik's cube while his eyes are closed and while he is freestyling. This man is insane.,https://www.youtube.com/watch?v=hLqFJaH3KVY,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/6c96c367-08b2-4528-be66-8a651700cd09_1630475447684_9d53c44c_4e38_4105_bb17_c50ea9e2be6d.jpg,Freestyle,entertaining,youtube,video,Unreal,Solves,short,Rubiks,Real 923,Real 92.3
female,25-34,San Diego,California,United States,1,Board & Brew | Quality sandwiches and craft beer,Fun and tasty sandwich shop in Southern California with very beach and surfy vibe. Highly recommend Chicken Club w/ Sweet & Sour sauce.,http://www.boardandbrew.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/3103318c-da47-4fa4-ae6e-ed7a6479baad_1630474310268_982333bb_661f_4a89_be38_6f680c311b79.jpg,Socal,Surf,Beach,Trendy,Sandwich,Restaurant,Chicken Club,Beer,Southern California,quick bite
male,18-24,San Diego,California,United States,1,True Food Kitchen | Brunch,Healthy and hearty brunch. Excellent pancakes and sausage sandwich. ,https://www.truefoodkitchen.com/menu,https://media.glassdoor.com/l/4b/33/4b/34/teriyaki-quinoa-bowl.jpg,Healthy,Restaurants,Restaurant,Fun,Food,Family,Date,Brunch,Weekend,true foods
female,25-34,San Diego,California,United States,1,THE LOT,"Feel like enjoying brunch, lunch, or dinner in a gorgeous environment? They have it. Feel like enjoying your food and drinks while watching a movie in a luxury style theater? They have that as well! La Jolla location is GORGEOUS. ",https://thelotent.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/99a01082-0882-4427-9c74-2589df77a318_1630476329545_6a9d639c_0e6c_4306_b7d4_7bbf6773758d.jpg,movie,Food,romantic,restaurant,movies,La Jolla,fun,Film,family,date night
female,18-24,Los Angeles,California,United States,1,Palm Springs Resorts | Omni Rancho Las Palmas Resort & Spa,Very fun resort in Palms Desert. Great for families with kids pool and lazy river. But also great for a romantic getaway with a nice spa ,https://www.omnihotels.com/hotels/palm-springs-rancho-las-palmas,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/492539f7-24af-4475-9a84-646575850576_1630474780818_f7d76578_5c69_4666_889d_38beee808245.jpg,vacation,romantic,relaxing,sunshine,staycation,romantic getaway,pool,palms springs,affordable,family
female,18-24,Los Angeles,California,United States,1,Pressed leaf art greeting cards and other goods. by jojoemade,Handmade greeting cards and pretty pressed botanical wall art! ,https://www.etsy.com/shop/jojoemade,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/f458a8bb-ad54-4342-a4d0-2313612ec140_1630478093856_c318ff04_1572_41e1_9e6b_0230215a4585.jpg,wall art,small business,plants,meaningful,jojoemade,Hand-crafted,greeting cards,gift,etsy,botanical
